TOTAL,Date,Retail,Institutional,Foreign,Regional,Local,Total Turnover
TOTAL,12/27/2017,151504397,505274973,123390179,151504397,505274973,780950499
TOTAL,12/28/2017,63450183,566519490,125389647,63450183,566519490,755359320
TOTAL,12/31/2017,52472582,412006937,21377718,52472582,412006937,485857237
TOTAL,1/2/2018,431242746.7,171051592.3,84923501.8,53001901.83,464368935.4,602294339
TOTAL,1/3/2018,576915191.5,310646641.6,147335264.3,97631801.63,642594767.1,887561833
TOTAL,1/4/2018,515363288.6,477629560.4,246262226.6,93341327.81,654382287.5,992992849
TOTAL,1/8/2018,657760687.7,592734916.3,323878361.4,180071367,747796371.2,1250495604
TOTAL,1/9/2018,746997658.5,554391990.5,290209891.7,117125068.4,894054688.9,1301389649
TOTAL,1/10/2018,731366653.1,392084426.9,167394210.9,128073423.1,827983446,1123451080
TOTAL,1/11/2018,701625215.5,458085884.5,245858753.2,164678976.2,749173370.6,1159711100
TOTAL,1/14/2018,769643625.6,299305854.4,116515493.3,162480321,789953665.7,1068949480
TOTAL,1/15/2018,710355596.7,864712245.3,335489450.3,181132801.8,1058445590,1575067842
TOTAL,1/16/2018,584257013.3,367192623.7,156821849.7,116660156.5,682748784.8,956230791
TOTAL,1/17/2018,881511123.2,495850006.8,257566531.3,168038057.9,951756540.8,1377361130
TOTAL,1/18/2018,1022740786,632179579.4,311125028.6,205210125.3,1138585211,1654920365
TOTAL,1/21/2018,727827799.6,497471526.4,208300885.4,148261218.4,869962521.5,1225299326
TOTAL,1/22/2018,774707899,514323547,305500452.7,184331496.8,799199496.5,1289031446
TOTAL,1/23/2018,589466024.2,446502383.8,274531628.1,113956524.9,647480255,1035968408
TOTAL,1/24/2018,632479204.2,530166391.8,262757904.7,166258320.2,733629371.1,1162645596
TOTAL,1/28/2018,617164172.3,408025482.7,155828827.6,116871620.7,752489206.8,1025189655
TOTAL,1/29/2018,871611715.9,763682310.1,382658802.1,186423519,1066211705,1635294026
TOTAL,1/30/2018,818911531.3,429429217.7,193492816.1,118592371.2,936255561.8,1248340749
TOTAL,1/31/2018,728254514.9,440693342.1,232620623.5,129753212.1,806574021.3,1168947857
TOTAL,2/1/2018,525479290,492891427,241353859.9,104892183.9,672124673.2,1018370717
TOTAL,2/4/2018,502477523,347738252,149637976.4,89272656.38,610454926.5,850215775
TOTAL,2/5/2018,579589050.8,431910165.2,209380337.7,123402904.4,679727473.2,1011499216
TOTAL,2/6/2018,638738647.5,418775669.5,146994490.1,87773688.31,822746138.6,1057514317
TOTAL,2/7/2018,658153044,459254501,196663727.9,159789278.9,760954538.1,1117407545
TOTAL,2/8/2018,635385410.4,443367408.6,189860496.1,154261653.1,734630669.7,1078752819
TOTAL,2/11/2018,326079663.2,292667325.8,57543469.98,44549783.21,516653735.8,618746989
TOTAL,2/12/2018,637821983.6,489071980.4,216363641.1,148750003.2,761780319.7,1126893964
TOTAL,2/13/2018,604144286.7,566677974.3,258751719.7,121765515.1,790305026.2,1170822261
TOTAL,2/14/2018,564684957.8,440092547.2,244160933.7,113539858.1,647076713.2,1004777505
TOTAL,2/15/2018,793476575.7,518054954.4,243944864.6,258371711.4,809214954,1311531530
TOTAL,2/18/2018,906699197.4,523425719.6,183055989.4,280304483.7,966764443.9,1430124917
TOTAL,2/19/2018,820140145,524351896,262175948,217807710.6,864508382.4,1344492041
TOTAL,2/20/2018,671748875.7,547396089.3,304786241.3,162146280.3,752212443.4,1219144965
TOTAL,2/21/2018,657152169.1,1220425457,632743660,503190803.8,743520739.9,1877577626
TOTAL,2/22/2018,733374904.1,535439808.9,291827384,209354427.6,767632901.4,1268814713
TOTAL,2/25/2018,644787091.6,249508458.5,84063781.7,155607425.7,654624342.6,894295550
TOTAL,2/26/2018,753748722.9,687453424.1,379036164.7,170061853.3,892104129,1441202147
TOTAL,2/27/2018,674217167.9,577021627.2,278053065.6,205463990.9,746806242.5,1230323299
TOTAL,2/28/2018,780005354.1,3179412687,1983668439,859193714.9,1116555888,3959418041
TOTAL,3/1/2018,616025454.2,912573687.8,466222738.3,319477220.7,742899183,1528599142
TOTAL,3/4/2018,595330189,569699535,258636598.7,193394934.2,711833161.4,1165029724
TOTAL,3/5/2018,638873959.8,714672565.2,350568550,208446164.9,794531810.2,1353546525
TOTAL,3/6/2018,1004804010,920107886.3,481227974,307985903.4,1135698019,1924911896
TOTAL,3/7/2018,1005411111,920663814.2,520040229.8,250389740.3,1155644955,1926074925
TOTAL,3/8/2018,850179592.2,681675528.8,337008126.6,258883515.4,935963478.9,1531855121
TOTAL,3/11/2018,826808844.2,504606363.8,240986152.6,243648983.1,846780072.3,1331415208
TOTAL,3/12/2018,1370524556,1068131237,568206799.8,309709285.7,1560739708,2438655793
TOTAL,3/13/2018,1272181582,1183767418,663106230,314361472,1478481298,2455949000
TOTAL,3/14/2018,924688374.9,1076801614,670499146.3,274204128.5,1056786714,2001489989
TOTAL,3/15/2018,1113672684,2344938137,1781184573,401198855.2,1276227393,3458610821
TOTAL,3/18/2018,1330828329,726093354.1,318822860.9,392872041.5,1347283702,2056921683
TOTAL,3/19/2018,792310862,776621538,192978685.2,549126340,826827374.8,1568932400
TOTAL,3/20/2018,996690098.9,563075314.1,251122231.5,233964812,1073118604,1559765413
TOTAL,3/21/2018,1174198774,621212195.3,326764796.4,245971302.8,1222674870,1795410969
TOTAL,3/22/2018,1035443894,465199430.4,256610008.4,106545676,1138988283,1500643324
TOTAL,3/25/2018,745471884.7,647933507.3,285648105.4,282861294.6,824895992.1,1393405392
TOTAL,3/26/2018,944231373.7,741896079.3,463685049.6,156809853.1,1065632550,1686127453
TOTAL,3/28/2018,1343837816,796031317.8,353078407.1,318840501,1467950226,2139869134
TOTAL,3/29/2018,1672485825,865428932.1,347694321.7,383225128.3,1806995307,2537914757
TOTAL,4/1/2018,1296027989,441274945.2,137246931.8,185891413.9,1414164588,1737302934
TOTAL,4/2/2018,1732389519,731891446.9,359785021,349927897.2,1754568048,2464280966
TOTAL,4/3/2018,1597337480,748238849,276778006.8,281469159.5,1787329163,2345576329
TOTAL,4/4/2018,1570968454,983451796.6,449577964.2,411261660.4,1693580626,2554420251
TOTAL,4/5/2018,1143431284,1059711846,711615231,268783461.9,1222744437,2203143130
TOTAL,4/10/2018,889493857,687622911,447901162,225527698,903687908,1577116768
TOTAL,4/11/2018,1556600476,2046641366,1643078280,374737152,1585426410,3603241842
TOTAL,4/12/2018,1056394281,578890983,273092639,287810206,1074382418,1635285264
TOTAL,4/15/2018,519075155,471526286,306095845,179298861,505206735,990601441
TOTAL,4/16/2018,817862671,379593655,173631167,167643886,856181273,1197456326
TOTAL,4/17/2018,945132276,459224747,221888410,224697124,957771490,1404357023
TOTAL,4/18/2018,976254962,606005917,302211828,218352001,1063279311,1582260879
TOTAL,4/19/2018,957933862,454947941,207693625,193564807,1011623371,1412881803
TOTAL,4/22/2018,966793025.6,238684562.4,59068401.81,128986101.9,1017423084,1205477588
TOTAL,4/23/2018,1097555597,791524604.6,396706842.4,330589035.4,1161784324,1889080202
TOTAL,4/24/2018,1129005458,354575958.4,180996932.8,148358141.6,1154226342,1483581416
TOTAL,4/26/2018,1032568447,848248396.2,549198518.2,238863739.1,1092754586,1880816843
TOTAL,4/29/2018,867245811,200790902,100395451,195450718.5,772190543.5,1068036713
TOTAL,4/30/2018,1256345343,618796960,361902464.5,375028460.6,1138211378,1875142303
TOTAL,5/2/2018,838119262.3,563417965.7,395233498.3,144358334.5,861945395.2,1401537228
TOTAL,5/3/2018,682500574.1,679776020.9,468623148.7,113068957.4,780584488.9,1362276595
TOTAL,5/6/2018,686048527.2,253743975.8,96798627.81,96798627.81,746195247.4,939792503
TOTAL,5/7/2018,591201049.5,335446363.5,166796534.3,133437227.5,626413651.2,926647413
TOTAL,5/8/2018,843170953.8,562113969.2,254356571.1,182687040,968241311.9,1405284923
TOTAL,5/9/2018,1043296966,826410858.2,237452893.6,194449613.7,1437805317,1869707824
TOTAL,5/10/2018,833872741.7,579470888.3,187974702.8,172427922.9,1052941004,1413343630
TOTAL,5/13/2018,606348917.9,207542247.1,66739075.53,71622422.52,675529667,813891165
TOTAL,5/14/2018,724673637,724673637,415962667.6,104353003.7,929031602.6,1449347274
TOTAL,5/15/2018,760352275.5,609651824.5,289070865.1,180840541.2,900092693.7,1370004100
TOTAL,5/16/2018,633708562.4,426004752.6,229957789.4,114449038,715306487.6,1059713315
TOTAL,5/17/2018,400611024.3,468393366.7,216382093.4,209430058.2,442323235,869004391
TOTAL,5/20/2018,404063507.3,209082937.7,82161623.63,60088351.61,470896469.8,613146445
TOTAL,5/21/2018,428406871.5,343497401.5,209957962.3,62524246.11,499422064.6,771904273
TOTAL,5/22/2018,480518446.6,293710151.6,380095490.4,70188087.71,629533155.9,1079816734
TOTAL,5/23/2018,186143140.4,251840719.4,162190898.1,57485381.6,464673501.3,684349781
TOTAL,5/24/2018,56689595.47,304444123.8,154671612.3,64388182.51,480811754.2,699871549
TOTAL,5/27/2018,272794384.4,185683572.6,83442988.17,27967155.38,347067813.4,458477957
TOTAL,5/28/2018,468732517,352165061,203582599.3,81268860.22,536867016,820897578
TOTAL,5/29/2018,410237427.1,403725721.9,205118713.5,89535946.39,519308489.1,813963149
TOTAL,5/30/2018,440737410.8,527916239.3,331279548.3,120113052.6,516292395.5,968653650
TOTAL,5/31/2018,761720359.3,2550107290,1645978342,466967698.5,1195569781,3311827649
TOTAL,6/3/2018,285509648.5,383131214.5,224663330,105645256.4,338332276.7,668640863
TOTAL,6/4/2018,432061893.8,795386668.2,359642428.7,103105679.2,764700454.1,1227448562
TOTAL,6/5/2018,385876633.8,431658607.2,222369585.6,79300918.38,515864737.1,817535241
TOTAL,6/7/2018,457577189.2,375896743.8,175862999.9,101683819.8,555927113.3,833473933
TOTAL,6/8/2018,394246006.4,533391655.7,257883270,220777763.6,448976628.4,927637662
TOTAL,6/10/2018,280904685,185714393,87724386.66,62060337.37,316834354,466619078
TOTAL,6/11/2018,291618781.9,717442747.1,592319117.5,59534630.21,357207781.3,1009061529
TOTAL,6/12/2018,191914629.7,293945192.3,190457050.2,38868785.76,256533986,485859822
TOTAL,6/13/2018,360508376.5,451447426.5,223287845.8,94186873.15,494481084,811955803
TOTAL,6/14/2018,425438633.6,604679123.4,408956749.5,71078125.23,551113000,1030117757
TOTAL,6/19/2018,522381812.4,331183240.6,211684133.1,86210070.35,555670849.5,853565053
TOTAL,6/20/2018,570447099.9,280966482.1,185608160.9,77478635.96,588326785.2,851413582
TOTAL,6/21/2018,506423820.2,233961881.8,159182925.9,47384684.93,533818091.1,740385702
TOTAL,6/24/2018,608862091.8,179819374.2,94641775.92,48898250.89,645141439.2,788681466
TOTAL,6/25/2018,619031059.8,402472339.2,206343686.6,101128836.5,714030875.9,1021503399
TOTAL,6/26/2018,426964158.8,353591890.2,169380662.6,56980591.58,554194794.8,780556049
TOTAL,6/27/2018,525222987,502610647,284709916.6,65781352.58,677342364.8,1027833634
TOTAL,6/28/2018,1119520556,512433607.2,269272436.9,83229662.31,1279452064,1631954163
TOTAL,7/2/2018,450871860.4,295604729.6,197069819.8,26126680.65,523280089.6,746476590
TOTAL,7/3/2018,609034420,262259457,143763489.7,39208224.47,688322162.8,871293877
TOTAL,7/4/2018,536942487,174239615,55472203.96,49782747.14,605215968.8,711182102
TOTAL,7/5/2018,540447765.4,642151283.6,231789413.6,79234136.28,871575499.1,1182599049
TOTAL,7/8/2018,631116703,276964884,64473792.68,49036405.7,794571388.6,908081587
TOTAL,7/9/2018,538128539,1261632461,581322803,98986855,1119451342,1799761000
TOTAL,7/10/2018,645041348.7,410672806.3,199529975.3,97125702.26,759058477.4,1055714155
TOTAL,7/11/2018,521201493.7,278187300.3,120707707.9,74343157.84,604337928.3,799388794
TOTAL,7/12/2018,442013057.3,147337685.8,78972999.56,49505462.41,460872281,589350743
TOTAL,7/15/2018,353877927.2,92374187.8,36592673.43,37485177.66,372174263.9,446252115
TOTAL,7/16/2018,342136187.4,435446056.6,388791122,34991200.98,353799921,777582244
TOTAL,7/17/2018,380109938.9,411785767.1,241528190.3,39594785.3,510772730.4,791895706
TOTAL,7/18/2018,313594867.5,440238948.5,143228425,50506865.67,560098525.3,753833816
TOTAL,7/19/2018,315061334.5,331881857.5,203140162.3,42051307.48,401751722.2,799388794
